Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
GABAergic neurons,A neuron that uses GABA as a vesicular neurotransmitter.,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/zfa/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FZFA_0009276,,string,biospecimen
glia,The delicate network of branched cells and fibers that supports the tissue of the central nervous system.,,,,,cellType,,http://purl.obolibrary.org/obo/BTO_0000524,,string,biospecimen
GLUtamatergic neurons,"Have Glutamate receptors, which are synaptic receptors located primarily on the membranes of neuronal cells. Glutamate (the conjugate base of glutamic acid) is abundant in the human body, but particularly in the nervous system and especially prominent in the human brain.",,,,,cellType,,https://en.wikipedia.org/wiki/Glutamate_receptor,,string,biospecimen
immune cell,"A cell in the immune system that is involved in host defense. This category may include lymphocytes, monocytes, macrophages, neutrophils, eosinophils, basophils, mast cells, and thrombocytes. Precursor cells in these lineages may also be included.",,,,,cellType,,http://purl.obolibrary.org/obo/NCIT_C132890,,string,biospecimen
iPSC,Induced pluripotent stem cells (iPS cells or iPSCs) are a type of pluripotent stem cell artificially derived from a non-pluripotent cell.,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0004905,,string,biospecimen
iPSC-derived astrocytes,,,,,,cellType,,Sage Bionetworks,,string,biospecimen
iPSC-derived glia,,,,,,cellType,,Sage Bionetworks,,string,biospecimen
iPSC-derived neuron,,,,,,cellType,,Sage Bionetworks,,string,biospecimen
iPSC-derived neuronal progenitor cell,,,,,,cellType,,Sage Bionetworks,,string,biospecimen
iPSC-derived telencephalic organoids,three-dimensional neural cultures (organoids) derived from induced pluripotent stem cells.,,,,,cellType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4519016/,,string,biospecimen
lymphoblast,"Often referred to as a blast cell. Unlike other usages of the suffix -blast a lymphoblast is a further differentiation of a lymphocyte, T- or B-, occasioned by an antigenic stimulus. The lymphoblast usually develops by enlargement of a lymphocyte, active re-entry to the S phase of the cell cycle, mitogenesis and production of much m-RNA and ribosomes.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000772,,string,biospecimen
lymphoblastoid cell line,"Human cell line from tissue infected with Epstein-Barr virus, resembling a lymphoblast",,,,,cellType,,http://purl.obolibrary.org/obo/BTO_0000773,,string,biospecimen
macrophages,"A mononuclear phagocyte present in variety of tissues, typically differentiated from monocytes, capable of phagocytosing a variety of extracellular particulate material, including immune complexes, microorganisms, and dead cells.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000235,,string,biospecimen
meningioma,A central nervous system cancer tissue that are manifested in the central nervous system and arise from the arachnoid 'cap' cells of the arachnoid villi in the meninges.,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_3565,,string,biospecimen
microglia,"The small, non-neural, interstitial cells of mesodermal origin that form part of the supporting structure of the central nervous system.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000078,,string,biospecimen
monocytes,"Myeloid mononuclear recirculating leukocyte that can act as a precursor of tissue macrophages, osteoclasts and some populations of tissue dendritic cells.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000576,,string,biospecimen
monocyte-derived microglia,,,,,,cellType,,Sage Bionetworks,,string,biospecimen
NCX NES,Neocortical neuroepithelial stem cells,,,,,cellType,,https://encyclopedia.pub/2351,,string,biospecimen
NeuN-,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,,,,,cellType,,https://en.wikipedia.org/wiki/NeuN,,string,biospecimen
NeuN+,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,,,,,cellType,,https://en.wikipedia.org/wiki/NeuN,,string,biospecimen
neural progenitor cell,"Neural progenitor cells (NPCs) are the progenitor cells of the CNS that give rise to many, if not all, of the glial and neuronal cell types that populate the CNS.",,,,,cellType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6291443,,string,biospecimen
neuron,Any of the conducting cells of the nervous system.,,,,,cellType,,http://purl.obolibrary.org/obo/NCIT_C12623,,string,biospecimen
oligodendrocyte,A class of large neuroglial (macroglial) cells in the central nervous system. Form the insulating myelin sheath of axons in the central nervous system.,,,,,cellType,,http://purl.obolibrary.org/obo/CL_0000128,,string,biospecimen
peripheral blood mononuclear cell,A leukocyte with a single non-segmented nucleus in the mature form found in the circulatory pool of blood,,,,,cellType,,http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000001,,string,biospecimen
polygonal,"A polygonal face is a polygon bounded by a circuit of polygon edges, and includes the flat (plane) region inside the boundary.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/sio/terms?iri=http%3A%2F%2Fsemanticscience.org%2Fresource%2FSIO_000503,,string,biospecimen
round,A phenotype observation at the level of the cell shape where the cell is round,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/cmpo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fcmpo%2FCMPO_0000118,,string,biospecimen
schwann,Schwann cells are a variety of glial cell that keep peripheral nerve fibres (both myelinated and unmyelinated) alive.,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001220,,string,biospecimen
Schwann cell precusor,A giioblast cell that develops from a migratory neural crest cell. The SCP is embedded among neurons (axons) with minimal extracellular spaces separating them from nerve cell membranes and has no basal lamina. In rodents SCPs are the only cells in the Schwann cell linage that expresses Cdh19.,,,,,cellType,,http://purl.obolibrary.org/obo/CL_0002375,,string,biospecimen
schwannoma,"A neoplasm that arises from SCHWANN CELLS of the cranial, peripheral, and autonomic nerves.",,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000693,,string,biospecimen
SH-SY5Y,Human neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH that had been established in 1970 from the bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma.,,,,,cellType,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000793,,string,biospecimen
