Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
cerebellum,Part of the metencephalon that lies in the posterior cranial fossa behind the brain stem.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002037,,string,biospecimen
cerebral cortex,The thin layer of gray matter on the surface of the cerebral hemisphere that develops from the telencephalon.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000956,,string,biospecimen
cortical plate,The outer neural tube region in which post-mitotic neuroblasts migrate along radial glia to form the adult cortical layers,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0005343,,string,biospecimen
dorsal anterior cingulate cortex,"Dorsal anterior cingulate cortex (dACC) is a brain region that subserves cognition and motor control, but the mechanisms of these functions remain unknown.",,,,,tissue,,https://www.pnas.org/doi/10.1073/pnas.012470999,,string,biospecimen
dorsal pallium,Subdivision of pallium that is located dorsally,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0014740,,string,biospecimen
Dorsal Root Ganglion,Ganglion with sensory function within the vertebral column.,,,,,tissue,,http://purl.obolibrary.org/obo/NCIT_C12462,,string,biospecimen
dorsolateral prefrontal cortex,"Broadly-defined, consists of the lateral portions of Brodmann areas 9 - 12, of areas 45, 46, and the superior part of area 47.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0009834,,string,biospecimen
dorsomedial prefrontal cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
embryonic tissue,A portion of tissue that is part of an embryo.,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0005291,,string,biospecimen
fecal material,"An excreta material which is composed primarily of feces, an excreta consisting of waste products expelled from an animal's digestive tract through the anus (or cloaca) during defecation.",,,,,tissue,,http://purl.obolibrary.org/obo/ENVO_00002003,,string,biospecimen
forebrain,The most anterior region the brain including both the telencephalon and diencephalon.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001890,,string,biospecimen
frontal cortex,"Anterior portion of the neocortex, lying anterior to the central sulcus in humans. It is bounded by the parietal cortex posteriorly and the temporal cortex laterally",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0001870,,string,biospecimen
frontal lobe,Frontal lobe is the anterior-most of five lobes of the cerebral hemisphere. It is bounded by the central sulcus on its posterior border and by the longitudinal cerebral fissure on its medial border.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016525,,string,biospecimen
frontal pole,Component of the frontal lobe. The rostral and caudal boundaries of the frontal pole are the superior frontal gyrus and the rostral division of the middle frontal gyrus respectively (Christine Fennama-Notestine).,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002795,,string,biospecimen
fusiform gyrus,The fusiform gyrus is part of the temporal lobe. It is also known as the (discontinuous) occipitotemporal gyrus. Other sources have the fusiform gyrus above the occipitotemporal gyrus and underneath the parahippocampal gyrus.,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002766,,string,biospecimen
hippocampus,A curved elongated ridge that extends over the floor of the descending horn of each lateral ventricle of the brain and consists of gray matter covered on the ventricular surface with white matter.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000601,,string,biospecimen
head of caudate nucleus,,,,,,tissue,,http://purl.obolibrary.org/obo/FMA_61852,,string,biospecimen
inferior frontal gyrus,"Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the inferior frontal sulcus whereas the caudal boundary is the precentral gyrus. The medial and lateral boundaries are the lateral bank of the inferior frontal sulcus and the medial bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christein Fennema-Notestine).",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002998,,string,biospecimen
inferior temporal cortex,Inferior Temporal (IT) Cortex is the cerebral cortex on the inferior convexity of the temporal lobe in primates including humans.,,,,,tissue,,http://www.scholarpedia.org/article/Inferior_temporal_cortex,,string,biospecimen
inferior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the inferior temporal sulcus whereas the caudal boundary is designated as the temporo-occipital incisure on the cortical surface.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002751,,string,biospecimen
inferolateral temporal cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
insula,"The insula is the one of five lobes of the cerebral hemisphere. It lies in the depths of the lateral fissure and is covered by portions of the frontal, parietal and temporal lobes.",,,,,tissue,,http://purl.obolibrary.org/obo/FMA_67329,,string,biospecimen
insular cortex,insular cortex,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0034891,,string,biospecimen
lateral entorhinal cortex,"One of two subdivisions of the entorhinal cortex, located laterally.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0007225,,string,biospecimen
left cerebral hemisphere,"One of two bilateral, largely symmetrical organ subdivisions within the telencephalon which contain the cerebral cortex and cerebral white matter.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0001869,,string,biospecimen
liver,Liver tissue sample,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002107,,string,biospecimen
mammillary body,One of two hemispherical bulges on the base of the posterior hypothalamus,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002206,,string,biospecimen
medial dorsal nucleus of thalamus,A large nucleus in the thalamus. It receives inputs from the Pre-Frontal Cortex and the Limbic System and in turn relays them to the Pre-Frontal Association Cortex. ,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002739,,string,biospecimen
medial entorhinal cortex,"One of two subdivisions of the entorhinal cortex, located medially.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0007224,,string,biospecimen
medial frontal cortex,Component of the orbtial frontal cortex. The rostral boundary is the first slice where the medial orbital gyrus became visible whereas the caudal boundary is the disappearance of the medial orbital gyrus/gyrus rectus.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352,,string,biospecimen
medial ganglionic eminence,"A distinct elevation of a transient proliferating cell mass of the fetal subventricular zone; this mass contributes most of its cells to the neocortex; however, hippocampal neurons, thalamus, septum and olfactory bulb neurons are also partly derived from the MGE.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0004024,,string,biospecimen
medial orbital frontal cortex,Component of the orbtial frontal cortex. The rostral boundary is the first slice where the medial orbital gyrus became visible whereas the caudal boundary is the disappearance of the medial orbital gyrus/gyrus rectus.,,,,,tissue,,http://www.ebi.ac.uk/ols/ontologies/UBERON/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352,,string,biospecimen
medial prefrontal cortex,"The medial prefrontal cortex (mPFC) is composed of granular cortical areas (medial areas 9 and 10) and agranular regions (areas 24, 25, and 32)",,,,,tissue,,https://en.wikipedia.org/wiki/Prefrontal_cortex#Subdivisions,,string,biospecimen
meninges,The three thin layers of tissue that cover and protect the brain and spinal cord.,,,,,tissue,,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0024758/,,string,biospecimen
midbrain,"the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0001891,,string,biospecimen
middle frontal gyrus,"Component of the frontal lobe, lateral aspect",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002702,,string,biospecimen
middle temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the superior temporal sulcus whereas the caudal boundary is the temporo-occipital incisure on the cortical surface.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002771,,string,biospecimen
nerve tissue,"Portion of tissue in the nervous system which consists of neurons and glial cells, and may also contain parts of the vasculature.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0003714,,string,biospecimen
Not Applicable,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
nucleus accumbens,A region of the brain consisting of a collection of neurons located in the forebrain ventral to the caudate and putamen (caudoputamen in rodent).,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001882,,string,biospecimen
occipital lobe,One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/ncit/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C12355,,string,biospecimen
occipital visual cortex,The area of the occipital lobe of the cerebral cortex concerned with vision.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001857,,string,biospecimen
olfactory neuroepithelium,"Composed of receptor and supporting cells and olfactory glands of Bowman, located in the superior part of the nasal cavities.",,,,,tissue,,https://www.medilexicon.com/dictionary/60061,,string,biospecimen
orbitofrontal cortex,The region of the cerebral cortex covering the basal surface of the frontal lobes.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004167,,string,biospecimen
parahippocampal gyrus,"A long convolution on the medial surface of the temporal lobe, forming the lower part of the fornicate gyrus, extending from behind the splenium corporis callosi forward along the dentate gyrus of the hippocampus from which it is demarcated by the hippocampal fissure.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004380,,string,biospecimen
parietal cortex,"Gray matter of the parietal region of the neocortex, located in the parietal lobe of gyrencephalic animals",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0016530,,string,biospecimen
parietal lobe,One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe.,,,,,tissue,,http://purl.obolibrary.org/obo/NCIT_C12354,,string,biospecimen
plasma,"Plasma is the fluid (noncellular) portion of the circulating blood, as distinguished from the serum that is the fluid portion of the blood obtained by removal of the fibrin clot and blood cells after coagulation.",,,,,tissue,,http://purl.obolibrary.org/obo/NCIT_C13356,,string,biospecimen
posterior cingulate cortex,Component of the cingulate cortex. The rostral and caudal extent were the caudal anterior and the isthmus divisions of the cingulate cortex respectively.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022353,,string,biospecimen
posteroinferior parietal cortex,"Gray matter of the parietal region of the neocortex, located in the parietal lobe of gyrencephalic animals.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016530,,string,biospecimen
posterior inferior parietal cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
posterior superior temporal cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
precentral gyrus,Component of the frontal lobe. The appearance and disappearance of the central sulcus is the rostral and caudal boundaries of the precentral gyrus respectively.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002703,,string,biospecimen
prefrontal cortex,"The prefrontal cortex is the anterior part of the frontal lobes of the brain, lying in front of the motor and premotor areas.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0002807,,string,biospecimen
primary auditory cortex,The part of the auditory cortex that is located on the superior temporal gyrus in the temporal lobe and receives point-to-point input from the ventral division of the medial geniculate complex.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0034751,,string,biospecimen
primary motor cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
primary somatosensory cortex,The part of the cerebral cortex that receives projections from the motor thalamus and which projects to motor neurons in the brainstem and spinal cord.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001384,,string,biospecimen
primary tumor,"A primary tumor is the tumor at the initial site of cancer, not where the cancer may have spread or metastasized, called the secondary tumor.",,,,,tissue,,https://cancergenome.nih.gov/cancersselected/biospeccriteria,,string,biospecimen
primary visual cortex,A subdivision of the cytoarchitecturally defined occipital region of cerebral cortex in the human.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002436,,string,biospecimen
putamen,"Subcortical nucleus of telencephalic , which together with the caudate nucleus, forms the striatum.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001874,,string,biospecimen
right cerebral hemisphere,"One of two bilateral, largely symmetrical organ subdivisions within the telencephalon which contain the cerebral cortex and cerebral white matter.",,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0001869,,string,biospecimen
serum,Liquid derived from blood plasma that has clotting factors removed.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001977,,string,biospecimen
splenocyte,Any leukocyte that is part of a spleen.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_2000074,,string,biospecimen
striatum,"A region of the forebrain consisting of the caudate nucleus, putamen and fundus striati.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002435,,string,biospecimen
subgenual anterior cingulate cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
subgenual cingulate cortex,,,,,,tissue,,Sage Bionetworks,,string,biospecimen
superior parietal lobe,A superficial feature of the parietal lobe that extends from the dorsal surface of the superior parietal lobule across the margin of the parietal lobe into the precuneus.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0026724,,string,biospecimen
superior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the ssuperior temporal sulcus. The caudal boundary is the cauday portion of the superior temporal gyrus (posterior to becoming continuous with the supramarginal gyrus).",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002769,,string,biospecimen
temporal cortex,"Gray matter of the temporal region of the neocortex, located in the temporal lobe in gyrencephalic animals.",,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016538,,string,biospecimen
temporal lobe,One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.,,,,,tissue,,http://purl.obolibrary.org/obo/NCIT_C12353,,string,biospecimen
temporal pole,Anterior component of the temporal lobe (rostral boundary) extends caudally to the entorhinal cortex.,,,,,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002576,,string,biospecimen
thalamus,Paired bodies containing mostly GRAY MATTER and forming part of the lateral wall of the THIRD VENTRICLE of the brain,,,,,tissue,,https://meshb-prev.nlm.nih.gov/record/ui?ui=D013788,,string,biospecimen
unspecified,Unspecified tissue or tissues from an organ.,,,,,tissue,,Sage Bionetworks,,string,biospecimen
ventricular zone,Proliferative region that is part of the ventricular system,,,,,tissue,,http://cellfinder.org/ontology/?id=CF_176200,,string,biospecimen
ventrolateral prefrontal cortex,"Is part of the prefrontal cortex, located on the inferior frontal gyrus, bounded superiorly by the inferior frontal sulcus and inferiorly by the lateral sulcus.",,,,,tissue,,https://en.wikipedia.org/wiki/Ventrolateral_prefrontal_cortex,,string,biospecimen
VZ/SVZ,VZ/SVZ (ventricular zone/subventricular zone) are proliferative transient zones situated near the surface of the cerebral lateral ventricles,,,,,tissue,,Sage Bionetworks,,string,biospecimen
whole brain,Brain tissue not limited to a specific region.,,,,,tissue,,Sage Bionetworks,,string,biospecimen
entorhinal cortex,Component of the temporal lobe on the mesial surface. The rostral and caudal boundaries of the entorhinal cortex are the rostral end of the collateral sulcus and the caudal end of the amygdala respectively. The medial boundary is the medial aspect of the temporal lobe and the lateral boundary is the collateral sulcus.,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002728,,string,biospecimen
angular gyrus,Part of inferior parietal lobule formed by the cortex surrounding the upturned end of the superior temporal sulcus.,,,,,tissue,,http://purl.obolibrary.org/obo/UBERON_0002686,,string,biospecimen
