Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
NICHD,Eunice Kennedy Shriver National Institute of Child Health and Human Development,,,,,individualIdSource,,https://www.nichd.nih.gov/,,string,individual
NIMH-HBCC,The NIH Human Brain Collection Core,,,,,individualIdSource,,https://www.nimh.nih.gov/labs-at-nimh/research-areas/research-support-services/hbcc/human-brain-collection-core-hbcc.shtml,,string,individual
Novogenix,Novogenix Laboratories,,,,,individualIdSource,,,,string,individual
NYBB,New York Brain Bank at Columbia University,,,,,individualIdSource,,http://www.columbianeuroresearch.org/taub/res-investigation.html#NewYork,,string,individual
Oxford,University of Oxford,,,,,individualIdSource,,https://www.ox.ac.uk/,,string,individual
Penn,"The University of Pennsylvania Alzheimer's Disease Core Center (ADCC), Penn Udall Center and the Center for Neurodegenerative Disease Research (CNDR)",,,,,individualIdSource,,http://www.med.upenn.edu/cndr/biosamples-brainbank.html,,string,individual
PGP,Personal Genome Project at Harvard,,,,,individualIdSource,,https://pgp.med.harvard.edu/,,string,individual
Pitt,The University of Pittsburgh NIH NeuroBioBank Brain and Tissue Repository,,,,,individualIdSource,,https://neurobiobank.nih.gov/,,string,individual
Pritzker,Pritzker Neuropsychiatric Disorders Research Consortium Brain Bank,,,,,individualIdSource,,https://pritzkerneuropsych.org/www/about-us/scientific-approach/brain-bank/,,string,individual
Rush,Rush Alzheimer's Disease Center,,,,,individualIdSource,,https://www.radc.rush.edu/,,string,individual
Sestan,"Sestan Lab, Yale School of Medicine",,,,,individualIdSource,,https://medicine.yale.edu/lab/sestan/,,string,individual
SMRI,Stanley Medical Research Institute,,,,,individualIdSource,,http://www.stanleyresearch.org/,,string,individual
StemExpress,StemExpress,,,,,individualIdSource,,https://www.stemexpress.com/,,string,individual
TAA,Tourette Association of America,,,,,individualIdSource,,https://tourette.org/,,string,individual
UCI_TMF,"University of California, Irvine Transgenic Mouse Facility",,,,,individualIdSource,,https://www.research.uci.edu/facilities-services/tmf/index.html,,string,individual
UCSF,University of California - San Francisco,,,,,individualIdSource,,https://www.ucsf.edu/,,string,individual
UM-BTB,University of Maryland Brain and Tissue Bank,,,,,individualIdSource,,https://www.medschool.umaryland.edu/btbank/,,string,individual
UW-CDL,University of Washington Congenital Defects Lab,,,,,individualIdSource,,,,string,individual
Vaccarino,"Vaccarino Lab, Yale School of Medicine",,,,,individualIdSource,,https://medicine.yale.edu/lab/vaccarino/,,string,individual
XCell Science,XCell Science Inc. (XCell) is a biotechnology company that provides reagents and services to the stem cell community,,,,,individualIdSource,,http://www.xcellscience.com/,,string,individual
Yale,Yale School of Medicine,,,,,individualIdSource,,https://medicine.yale.edu/,,string,individual
