Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
Biocrates p180,"The Biocrates AbsoluteIDQ p180 kit is a simple and high-throughput tool for basic, clinical, and epidemiological research. The kit provides scientists with highly reproducible metabolomics data to confidently obtain detailed knowledge about the metabolic phenotypes in their studies.",,,,,assay,,https://biocrates.com/absoluteidq-p180-kit/,,string,experimentalData
Biocrates Q500,"MxP Quant 500 extends the p180 kit and is Biocrates' most comprehensive kit for targeted metabolic profiling. With coverage of up to 630 metabolites from 26 biochemical classes, it represents an advanced and reproducible metabolomics technology.",,,,,assay,,https://biocrates.com/mxp-quant-500-kit/,,string,experimentalData
bisulfiteSeq,Methylation data captured by sequencing of DNA treated by a bisulfite-based chemical process,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0000748,,string,experimentalData
Blood Chemistry Measurement,The determination of the measured concentrations of chemical constituents of the blood by assay in a clinical laboratory.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C47868,,string,experimentalData
brightfieldMicroscopy,Microscopy where the specimen is illuminated with light transmitted from a source on the opposite side of the specimen from the objective,,,,,assay,,http://purl.obolibrary.org/obo/CHMO_0000104,,string,experimentalData
cellViabilityAssay,This assay type measures the cellular state of living or dying by measuring an indicator of life or death,,,,,assay,,http://www.bioassayontology.org/bao#BAO_0003009,,string,experimentalData
ChIPSeq,Chromatin immuno-precipitation followed by sequencing,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0000716,,string,experimentalData
CITESeq,CITE-seq is a method that combines highly multiplexed antibody-based detection of protein markers together with unbiased transcriptome profiling for thousands of single cells in parallel.,,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5669064/,,string,experimentalData
contextual conditioning behavior,,,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000223,,string,experimentalData
CUT&Tag,"In CUT&Tag, a chromatin protein is bound in situ by a specific antibody, which then tethers a protein A-Tn5 transposase fusion protein. Activation of the transposase efficiently generates fragment libraries with high resolution and exceptionally low background.",,,,,assay,,https://www.nature.com/articles/s41467-019-09982-5,,string,experimentalData
DIA,Data-independent acquisition (DIA) is a method for collecting tandem mass spectrometry data where the m/z values for all the ions are fragmented and analyzed during the second stage of spectrometry.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C161786,,string,experimentalData
DNA optical mapping,Fluorescent imaging of linearly extended DNA molecules to probe information patterns along the molecules,,,,,assay,,https://doi.org/10.1016/j.copbio.2013.01.009,,string,experimentalData
electrochemiluminescence,"A method in which electromagnetic radiation, in the form of light emission, is generated from an electrochemical reaction in a solution.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C111193,,string,experimentalData
elevated plus maze test,"A method which utilizes an experimental apparatus consisting of four arms, usually two enclosed and two open, in the shape of a plus (+) upon which the test animal can walk. The maze is elevated a set distance, for example 40 to 60 centimeters, above the floor or platform upon which the apparatus sits.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000262,,string,experimentalData
elevated T maze apparatus method,"A method which utilizes an experimental apparatus consisting of three arms all or any of which may or may not be enclosed, in the shape of a T upon which the test animal can walk. The maze may include doors which can be used to close off any of the arms of the maze. The maze is elevated a set distance, for example 40 to 60 centimeters, above the floor or platform upon which the apparatus sits.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000267,,string,experimentalData
ELISA,"A highly sensitive technique for detecting and measuring antigens or antibodies in a solution; the solution is run over a surface to which immobilized antibodies specific to the substance have been attached, and if the substance is present, it will bind to the antibody layer, and its presence is verified and visualized with an application of antibodies that have been tagged in some way.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C16553,,string,experimentalData
errBisulfiteSeq,Data for enriched reduced representation bisulfite sequencing data,,,,,assay,,,,string,experimentalData
exomeSeq,Data derived from exome sequencing,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002118,,string,experimentalData
FIA-MSMS,Flow injection analysis - tandem mass spectrometer,,,,,assay,,https://www.ncbi.nlm.nih.gov/pubmed/28667829,,string,experimentalData
FitBark,health and location tracker,,,,,assay,,https://www.fitbark.com/,,string,experimentalData
frailty assessment,A non-invasive characterization of aging-related changes in physical characteristics and reflexes aimed at assessing the onset of aging traits in individual mice.,,,,,assay,,https://doi.org/10.1002/cpmo.45,,string,experimentalData
Genotyping,The determination of the DNA sequence of an individual.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C45447,,string,experimentalData
HI-C,Chromatin interactions detected by HI-C protocol,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0007693,,string,experimentalData
HiChIPseq,"Proximity Ligation-Assisted ChIP-seq (PLAC-seq), in which proximity ligation is conducted in nuclei prior to chromatin shearing and immunoprecipitationproximity ligation is conducted in nuclei prior to chromatin shearing and immunoprecipitation.",,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5143423/,,string,experimentalData
high content screen,An image analysis technique combining automated fluorescence microscopy with multi-parameter quantitative image analysis for the large scale study of cells (cellomics).,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0007550,,string,experimentalData
HPLC,"Frequently referred to simply as HPLC, this form of column chromatography is used frequently in biochemistry. The analyte is forced through a column by liquid at high pressure, which decreases the time the separated components remain on the stationary phase.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C16434,,string,experimentalData
HPLC-MSMS,"An analytical technique wherein high performance liquid chromatography is coupled to tandem mass spectrometry in order to separate, identify, and quantify substances in a sample.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C120691,,string,experimentalData
Immunocytochemistry,The branch of immunochemistry dealing with cells and cellular activity; the application of immunochemical techniques to cytochemistry.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C17731,,string,experimentalData
immunofluorescence,An immunological procedure in which the antibodies are coupled with molecules which fluoresce under ultra violet (UV) light. This makes them particularly suitable for detection of specific antigens in tissues or on cells.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C17370,,string,experimentalData
immunohistochemistry,An immunostaining assay to detect and potentially localize antigens within the cells of a tissue section,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001986,,string,experimentalData
in vivo bioluminescence,An imaging assay that allows detection of bioluminescence from a living organism or organisms.,,,,,assay,,http://purl.obolibrary.org/obo/ERO_0000651,,string,experimentalData
ISOSeq,Full isoform sequencing,,,,,assay,,,,string,experimentalData
jumpingLibrary,,,,,,assay,,Sage Bionetworks,,string,experimentalData
kinesthetic behavior,Movement behavior of the body or its parts.,,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000338,,string,experimentalData
label free mass spectrometry,"A mass spectrometry assay that allows for measurement for endogenous targets in live cell assays, and eliminates the need for tags, dyes, or specialized reagents or engineered cells.",,,,,assay,,http://purl.obolibrary.org/obo/ERO_0000708,,string,experimentalData
Laser Speckle Imaging,"A noninvasive, non-scanning optical imaging technique that provides full-field visualization of blood flow to the tissue being imaged, which provides information about tissue perfusion and the efficiency of disease treatment.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C116492,,string,experimentalData
LC-MS,A method where a sample mixture is first separated by liquid chromatography before being converted into ions which are characterised by their mass-to-charge ratio and relative abundance,,,,,assay,,http://purl.obolibrary.org/obo/CHMO_0000524,,string,experimentalData
LC-MSMS,A method where a sample mixture is first separated by liquid chromatography before being ionised and characterised by mass-to-charge ratio and relative abundance using two mass spectrometers in series,,,,,assay,,http://purl.obolibrary.org/obo/CHMO_0000701,,string,experimentalData
LC-SRM,Liquid chromatography-selected reaction monitoring. A mass spectrometry assay for the targeted quantitation of protein/peptide abundances in biological samples.,,,,,assay,,https://pubs.acs.org/doi/10.1021/ac5020996,,string,experimentalData
lentiMPRA,The Lentivirus-based MPRA (lentiMPRA) produces 'in-genome' readouts and enables the use of this technique in hard-to-transfect cells.,,,,,assay,,"https://pubmed.ncbi.nlm.nih.gov/32641802/#:~:text=Lentivirus%2Dbased%20MPRA%20(lentiMPRA),activity%20from%20different%20MPRA%20designs",,string,experimentalData
LFP,An extracellular electrophysiology assay where a microelectrode is placed in the extracellular space of brain tissue to measure action potential and compared to an electrode either outside or inside that tissue.,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002189,,string,experimentalData
liquid chromatography-electrochemical detection,"A liquid chromatography method that is sensitive to compounds which can be either reduced or oxidised. The mobile phase passes directly over the working electrode, which is set to the specific potential required for oxidation or reduction. The current produced is then measured.",,,,,assay,,http://purl.obolibrary.org/obo/CHMO_0001746,,string,experimentalData
lncrnaSeq,Long non-coding RNA measurements collected from RNA-Seq experiments,,,,,assay,,Sage Bionetworks,,string,experimentalData
locomotor activation behavior,Activation of locomotory behavior.,,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000447,,string,experimentalData
long-read rnaSeq,"Long-read RNA-seq can sequence individual transcript molecules in full. It can be used to characterize isoforms on a transcriptome-wide scale, and also to perform quantification on the gene and isoform level.",,,,,assay,,https://www.encodeproject.org/rna-seq/long-read-rna-seq/,,string,experimentalData
LTP,Any measurable or observable characteristic related to the persistent robust synaptic response induced by synchronous stimulation of pre- and postsynaptic cells.,,,,,assay,,http://purl.obolibrary.org/obo/VT_0002207,,string,experimentalData
MDMS-SL,Multidimensional mass spectrometry-based shotgun lipidomics.,,,,,assay,,https://doi.org/10.1007/978-1-4939-1258-2_13,,string,experimentalData
memory behavior,"Behavior related with the ability of an organism's ability to store, retain, and recall information and experiences.",,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000170,,string,experimentalData
Metabolon,"Metabolon's Precision Metabolomics(TM) LC-MS global metabolomics platform provides a high-fidelity, reproducible analysis of the current-state of a biological system to help identify pharmacodynamic, efficacy and response biomarkers and reveal changes in key biological pathways.",,,,,assay,,https://www.metabolon.com/solutions/global-metabolomics/,,string,experimentalData
methylationArray,Methylation data captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001332,,string,experimentalData
MIB/MS,Kinomics assay using multiplexed kinase inhibitor beads and mass spectrometry (MIB/MS),,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3328787/,,string,experimentalData
microRNAcounts,A microRNA profiling assay using digital molecular barcoding technology to quantify target microRNA molecules without the need for amplification.,,,,,assay,,source: http://purl.obolibrary.org/obo/OBI_0002142,,string,experimentalData
mirnaArray,microRNA measurements captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001335,,string,experimentalData
mirnaSeq,Small RNA measurements collected from RNA-Seq experiments,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002112,,string,experimentalData
MRI,"Techniques that uses magnetic fields and radiowaves to form images, typically to investigate the anatomy and physiology of the human body.",,,,,assay,,http://edamontology.org/topic_3444,,string,experimentalData
mRNAcounts,A mRNA profiling assay using digital molecular barcoding technology to quantify target mRNA molecules without the need for amplification.,,,,,assay,,Sage Bionetworks,,string,experimentalData
MudPIT,MudPIT is a method for rapid and large-scale protein identification by multidimensional liquid chromatography associated with tandem mass spectrometry,,,,,assay,,http://purl.obolibrary.org/obo/MI_0658,,string,experimentalData
m6A-rnaSeq,An assay that detects m6A modifications in RNA,,,,,assay,,https://doi.org/10.1186/S13059-020-02249-Z,,string,experimentalData
nextGenerationTargetedSequencing,A type of next generation sequencing in which specific genes or portions of genes are targeted for sequencing using amplicon-based workflow.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C130177,,string,experimentalData
Nightingale NMR,Nuclear Magnetic Resonance (NMR) spectroscopy is a quantitative analytical tool commonly utilized for metabolomics analysis. Quantitative NMR (qNMR) is a field of NMR spectroscopy dedicated to the measurement of analytes through signal intensity and its linear relationship with analyte concentration. The Nightingale Health NMR platform uses this tool for their metabolomics assay.,,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7662776/,,string,experimentalData
NOMe-Seq,Nucleosome Occupancy and Methylome Sequencing,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C106053,,string,experimentalData
novelty response behavior,"Behavior related to the exploration/investigation of a novel object, situation or environment.",,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000086,,string,experimentalData
open field test,"A test utilizing an enclosure consisting of a single area bordered by clear or opaque walls, used to measure movement, exploratory behavior, etc of an experimental subject.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000258,,string,experimentalData
oxBS-Seq,Oxidative bisulfite sequencing (oxBS-Seq) to map 5-methylcytosine and 5-hydroxymethylcytosine,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0008840,,string,experimentalData
pharmacodynamics,"The study of the biochemical and physiological effects of drugs and the mechanisms of their actions, including the correlation of actions and effects of drugs with their chemical structure, also, such effects on the actions of a particular drug or drugs.",,,,,assay,,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15720,,string,experimentalData
pharmacokinetics,"The characteristic movements of drugs within biological systems, as affected by absorption, distribution, binding, elimination, biotransformation, and excretion; particularly the rates of such movements.",,,,,assay,,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15299,,string,experimentalData
photograph,An image recorded by a camera.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C86035,,string,experimentalData
polymeraseChainReaction,"A rapid technique for in vitro amplification of specific DNA or RNA sequences, allowing small quantities of short sequences to be analyzed without cloning",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000459,,string,experimentalData
Positron Emission Tomography,A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C17007,,string,experimentalData
proximity extension assay,"An immunoassay based on pairs of antibodies that are linked to oligonucleotides having slight affinity to one another (proximity extension assay (PEA) probes). Upon target binding the probes are brought in proximity, and the two oligonucleotides are extended by a DNA polymerase forming a new sequence that now acts as a unique surrogate marker for the specific antigen. This sequence is typically quantified by quantitative real-time PCR (qPCR), where the number of PCR templates formed is proportional to the initial concentration of antigen in the sample.",,,,,assay,,https://doi.org/10.1371/journal.pone.0095192,,string,experimentalData
questionnaire,"A document with a set of printed or written questions with a choice of answers, devised for the purposes of a survey or statistical study.",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001000,,string,experimentalData
Rader Lipidomics,"The total cholesterol and total triglyceride assays are manufactured by Roche Diagnostics and utilize an enzymatic colorimetric method.  The HDL C assay is also manufactured by Roche but utilizes a homogeneous enzymatic-colorimetric method. The ApoA1 assay from Roche employs an immunoturbidimetric method, as does the ApoE assay from Kamiya Biomedical.",,,,,assay,,https://diagnostics.roche.com/,,string,experimentalData
Real Time PCR,An application of PCR that measures the products generated during each cycle of the polymerase chain reaction process in order to determine the starting amount of template in the reaction.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C51962,,string,experimentalData
Ribo-Seq,Ribosome profiling (Ribo-Seq).,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0008891,,string,experimentalData
rotarod performance test,"A method that utilizes a device consisting of a rotating rod the speed of which is mechanically driven and precisely controlled, for instance held constant or accelerated. The rotarod test is often used to measure riding time or endurance in order to evaluate balance, motor coordination or grip strength.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000567,,string,experimentalData
rnaArray,RNA measurements captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001463,,string,experimentalData
rnaSeq,RNA Sequencing measurements,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001271,,string,experimentalData
RPPA,Reverse phase protein array (RPPA) is a an assay that measures multiple protein expression levels in a large number of biological samples simultaneously using high quality antibodies,,,,,assay,,http://www.bioassayontology.org/bao#BAO_0010030,,string,experimentalData
sandwich ELISA,"The sandwich ELISA measures the amount of antigen between two layers of antibodies. The antigens to be measured must contain at least two antigenic sites, capable of binding to antibody, since at least two antibodies act in the sandwich. So sandwich assays are restricted to the quantitation of multivalent antigens such as proteins or polysaccharides. Sandwich ELISAs for quantitation of antigens are especially valuable when the concentration of antigens is low and/or they are contained in high concentrations of contaminating protein.",,,,,assay,,https://www.ebi.ac.uk/ols/ontologies/bao/terms?iri=http%3A%2F%2Fwww.bioassayontology.org%2Fbao%23BAO_0002421,,string,experimentalData
Sanger sequencing,"A DNA sequencing technique in which a mixture of deoxynucleosidetriphosphates (dNTPs) and chain-terminating dNTPs, which are radioactively or fluorescently labeled, are combined within the reaction mixture. Once the reaction is complete, the DNA strands are separated by size, and the labeled chain terminating dNTPs can be read in sequence by the investigator or by a machine.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C19641,,string,experimentalData
scale,An instrument or machine for weighing.,,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000217,,string,experimentalData
scATACSeq,A method for detecting the accessible chromatin in individual cells by transposase-accessible chromatin sequencing assay.,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0010891,,string,experimentalData
scCGIseq,"A method for genome-wide CpG island (CGI) methylation sequencing for single cells (scCGI-seq), combining methylation-sensitive restriction enzyme digestion and multiple displacement amplification for selective detection of methylated CGIs",,,,,assay,,https://www.ncbi.nlm.nih.gov/pubmed/28126923,,string,experimentalData
scirnaSeq,The sci-RNA-seq uses the combinatorial indexing to identify single cells without single cell isolation. Two-level indexing (RT barcode + PCR barcodes (i5 + i7)) or three-level indexing (RT barcode + PCR barcodes (i5 + i7) + Tn5 barcodes) can be used. Three-level indexing is a bit more difficult since you need to assemble many indexed Tn5 transposomes.,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0010550,,string,experimentalData
scrnaSeq,"Single cell sequencing examines the sequence information from individual cells with optimized next generation sequencing (NGS) technologies, providing a higher resolution of cellular differences and a better understanding of the function of an individual cell in the context of its microenvironment.",,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0007832,,string,experimentalData
scwholeGenomeSeq,"Single cell sequencing examines the sequence information from individual cells with optimized next generation sequencing (NGS) technologies, providing a higher resolution of cellulare differences and a better understanding of the function of an individual cell in the context of its microenvironment",,,,,assay,,https://doi.org/10.1016/j.molcel.2015.05.005,,string,experimentalData
SiMoA,A type of enzyme-linked immunoassay in which single molecules can be detected through the use of femtomolar-sized reaction chambers and an excess of fluorescently labeled antibody-bound beads. [def-source: NCI],,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C161406,,string,experimentalData
snpArray,SNP measurements captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001204,,string,experimentalData
snATACSeq,"An ATAC-seq assay in which single nuclei are isolated from frozen tissue samples, through a protocol designed to maximally preserve nucleus integrity during sample processing and optimize transposase-mediated fragmentation of chromatin in individual nuclei.",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002762,,string,experimentalData
snrnaSeq,"Single nucleus RNA sequencing examines the sequence information from individual nuclei with optimized next generation sequencing (NGS) technologies. This allows the RNA-seq profiling of cell types that are more vulnerable to the tissue dissociation process, and that are therefore underrepresented in the final data set in single cell sequencing.",,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0009809,,string,experimentalData
spontaneous alternation,The spontaneous alternation protocol is used to assess spatial working memory in mice.,,,,,assay,,https://doi.org/10.1002/cpmo.45,,string,experimentalData
STARRSeq,"An RNA-seq assay that identifies the sequences that act as transcriptional enhancers in a direct, quantitative, and genome-wide manner from sheared genomic DNA",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002041,,string,experimentalData
TMT quantitation,"An isobaric labeling technique that uses tags containing four regions with the same total molecular weights and structure, so that during chromatographic or electrophoretic separation and in single MS mode, molecules labelled with different tags are indistinguishable.",,,,,assay,,https://www.ebi.ac.uk/ols/ontologies/ero/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FERO_0002175,,string,experimentalData
tractionForceMicroscopy,An experimental method for determining the tractions on the surface of a biological cell by obtaining measurements of the surrounding displacement field within an in vitro extracellular matrix (ECM),,,,,assay,,https://en.wikipedia.org/wiki/Traction_force_microscopy,,string,experimentalData
UPLC-MSMS,Ultra performance liquid chromatography - tandem mass spectrometer.,,,,,assay,,https://www.wur.nl/en/show/Ultra-performance-liquid-chromatography-tandem-mass-spectrometer-UPLCMSMS.htm,,string,experimentalData
UPLC-ESI-QTOF-MS,Ultra-Performance Liquid Chromatography Electro-Spray Ionization-Quadrupole-Time of Flight-Mass Spectrometry,,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5360460/,,string,experimentalData
UC Davis GCTOF,Gas Chromatography Time of Flight Mass Spectrometry,,,,,assay,,https://www.metabolomics.ucdavis.edu/,,string,experimentalData
UCSD Untargeted Metabolomics,"Untargeted metabolomics performed at the Pieter Dorrestein lab, UCSD.",,,,,assay,,https://dorresteinlab.ucsd.edu/in-the-news,,string,experimentalData
Vernier Caliper,A medical device that is a combination of ruler and caliper that can measure the distance between two points. The configuration of this device permits the measurement of internal dimensions.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C81184,,string,experimentalData
von Frey test,assessment of mechanical nociception,,,,,assay,,https://en.wikipedia.org/wiki/Nociception_assay#Von_Frey,,string,experimentalData
westernBlot,A multistep process in which a mixture of proteins is separated by gel electrophoresis,,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000338,,string,experimentalData
wheel running,"Wheel running behavior in mice is a simple, easily quantifiable measure of behavior that can be assessed in the home cage and with little interruption.  Mice demonstrate age-dependent reductions in both distance and speed, and also time spent running, which may be an indicator of motivation.",,,,,assay,,https://doi.org/10.1002/cpmo.45,,string,experimentalData
whole-cell patch clamp,"A patch-clamp assay where the electrode is left in place on the cell, as in cell-attached recordings, but the membrane patch has been perforated, providing access from the interior of the pipette to the intracellular space of the cell. Measurements made with this technique involve recording currents through multiple channels simultaneously, over the membrane of the entire cell.",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002178,,string,experimentalData
wholeGenomeSeq,Laboratory technique to sequence the complete DNA sequence of an organism's genome at a single time,,,,,assay,,http://edamontology.org/topic_3673,,string,experimentalData
Wishart Catecholamines,High-throughput LC MS based targeted quantitative assay developed to measure catecholamines,,,,,assay,,https://www.wishartlab.com/projects/the-metabolomics-innovation-center,,string,experimentalData
Wishart High Value Metabolites,UHPLC MS assay to detect high value high abundance metabolites and low abundance metabolites (High-value and one-carbon metabolites),,,,,assay,,https://www.wishartlab.com/projects/the-metabolomics-innovation-center,,string,experimentalData
Zeno Electronic Walkway,The Zeno walkway utilizes an advanced and patented electronic sensing array technology with a proprietary network interface to sense and deliver the position of two dimensional objects in contact with its surface.,,,,,assay,,http://www.zenometrics.com/zenowalkway.html,,string,experimentalData
