Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
genotypeAncestry,model genetic ancestry from SNP data,,,,,analysisType,,http://www.compgen.pitt.edu/GemTools/GemTools.htm,,string,analysis
genotype imputation,The statistical inference of unobserved genotypes.,,,,,analysisType,,https://www.ncbi.nlm.nih.gov/pubmed/17572673,,string,analysis
hidden confounder detection,Identification of a hidden or latent variable that may be inflating the type I error rate due to mutual correlation between dependent and independent variable that are being tested.,,,,,analysisType,,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.0030161,,string,analysis
manifold learning,Application of any class of non-linear dimensionality reduction methods to produce low dimensional representations of noisy high dimensional data,,,,,analysisType,,Sage Bionetworks,,string,analysis
Mendelian randomization analysis,The use of the genetic variation of known functions or phenotypes to correlate the causal effects of those functions or phenotypes with a disease outcome.,,,,,analysisType,, http://purl.bioontology.org/ontology/MESH/D057182,,string,analysis
methylation quantitative trait loci detection,A stretch of DNA at a particular chromosomal location that is able to regulate the methylation of DNA. Abbreviated mQTL or meQTL.,,,,,analysisType,,https://doi.org/10.1186/gb-2011-12-1-r10,,string,analysis
network analysis,"A data transformation that takes as input data that describes biological networks in terms of the node (a.k.a. vertex) and edge graph elements and their characteristics and generates as output properties of the constituent nodes and edges, the sub-graphs, and the entire network.",,,,,analysisType,,http://purl.obolibrary.org/obo/OBI_0200080,,string,analysis
network driver detection,Identification of drivers of disease based on network analyses.,,,,,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4194029/,,string,analysis
outlier detection,An observation in a data set that is numerically distant from the rest of the data.,,,,,analysisType,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C79083,,string,analysis
peak calling,"An inferential statistical data analysis to identify protein-binding regions in a genome sequence from the data generated from a ChIP-sequencing or ChIP-chip experiment. When the protein is a transcription factor, the region is a transcription factor binding site (TFBS).",,,,,analysisType,,http://purl.obolibrary.org/obo/OBCS_0000167,,string,analysis
Polygenic Risk Scores,A sample level estimate of the genetic component of disease risk based on genome-wide association studies.,,,,,analysisType,,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003348,,string,analysis
principal component analysis,Principal Component Analysis: Mathematical procedure that transforms a number of possibly correlated variables into a smaller number of uncorrelated variables called principal components.,,,,,analysisType,,http://purl.bioontology.org/ontology/MESH/D025341,,string,analysis
protein quantitative trait loci detection,A stretch of DNA at a particular chromosomal location that is able to regulate protein expression. Abbreviated pQTL.,,,,,analysisType,,https://doi.org/10.1371/journal.pgen.1000072,,string,analysis
purity,"A quantitative assessment of the homogeneity or uniformity of a mixture. Alternatively, purity refers to the degree of being free of contaminants or heterogeneous components",,,,,analysisType,,http://purl.obolibrary.org/obo/NCIT_C62352,,string,analysis
quality control,A technique used to ensure a certain level of quality in a product or service.,,,,,analysisType,,http://purl.obolibrary.org/obo/ERO_0001219,,string,analysis
search engine output files,These files contain the data and metadata generated by the software (called search engines) used for performing the identification and quantification of peptides and proteins.,,,,,analysisType,,https://web.archive.org/web/20191213022828/https://www.ebi.ac.uk/training/online/course/proteomexchange-submissions-pride/how-submit-data-proteomexchange-pride/proteomics-data-forma,,string,analysis
Sequence alignment,Alignment of reads to a reference genome,,,,,analysisType,,http://edamontology.org/operation_0292,,string,analysis
somatic mutation calling,Identification of de-novo mutations in somatic cells.,,,,,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4803342/,,string,analysis
statistical network reconstruction,Learning network relationships between genes based on their coexpression patterns.,,,,,analysisType,,http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Signaling_Network_Reconstruction,,string,analysis
structural variation detection,Detection of large regions in a genome subject to copy-number variation or other structural variations.,,,,,analysisType,,http://edamontology.org/operation_3228,,string,analysis
Supervised Machine Learning,A machine learning paradigm used to make predictions about future instances based on a given set of labeled paired input-output training (sample) data.,,,,,analysisType,,http://purl.bioontology.org/ontology/MESH/D000069553,,string,analysis
transcript quantification,Quantification of the abundunce of specific gene expression transcript isoforms.,,,,,analysisType,,https://www.nature.com/articles/nbt.3519,,string,analysis
variancePartition,Identification of percentage variance explained of a dependent variable by multiple classes of independent variables.,,,,,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5123296/,,string,analysis
Variant calling,"Identify and map genomic alterations, including single nucleotide polymorphisms, short indels and structural variants, in a genome sequence.",,,,,analysisType,,http://edamontology.org/operation_3227,,string,analysis
visualization,"Resource that provides access to tools for graphical, interactive, multimodal and multidimensional data and result visualization.",,,,,analysisType,,http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Visualization,,string,analysis
