Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
biospecimen_drosophila_metadata_template,SysBio drosophila biospecimen metadata template schema,,"Component, specimenID, bodyPart, tissueWeight, nucleicAcidSource, genotype, ageDays, nIndividuals, nMale, nFemale, temperature",,False,DataType,,sysbio.metadataTemplates-biospecimen.drosophila,,,
assay_TMTquantitation_metadata_template,SysBio TMTquantitation (aka proteomics) metadata template schema,,"Component, specimenID, assay, platform, controlType, batch, batchChannel, TMTType, fragmentation, resolution, multiconsensusStudyFileID",,False,DataType,,sysbio.metadataTemplates-assay.TMTquantitation,,,
assay_bisulfiteSeq_metadata_template,SysBio bisulfiteSeq (aka WGBS) metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, libraryBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, isStranded, readStrandOrigin, readLength, runType, totalReads, directionalBSseqLibrary, gDNAconc, lambdaDNAconc, pcrCycles, meanCoverage",,False,DataType,,sysbio.metadataTemplates-assay.bisulfiteSeq,,,
assay_autorad_metadata_template,SysBio autoradiography metadata template schema,,"Component, individualID, scanID, filename, platform, ageAssessment, ageAssessmentUnits",,False,DataType,,sysbio.metadataTemplates-assay.autorad,,,
individual_animal_metadata_template,SysBio individual animal metadata template schema,,"Component, individualID, individualIdSource, species, sexChromosome, dateBirth, dateDeath, sex, genotype, genotypeBackground, room, litter, matingID, treatmentDose, modelSystemName",,False,DataType,,sysbio.metadataTemplates-individual.animal,,,
assay_wholeExomeSeq_metadata_template,SysBio wholeExomeSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, readLength, runType, totalReads, ratio260over280, ratio260over230, GQN",,False,DataType,,sysbio.metadataTemplates-assay.wholeExomeSeq,,,
assay_wholeGenomeSeq_metadata_template,SysBio wholeGenomeSeq (aka WGS) metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, readLength, runType, totalReads, numberCells, ratio260over280, ratio260over230, GQN",,False,DataType,,sysbio.metadataTemplates-assay.wholeGenomeSeq,,,
assay_16SrRNAseq_metadata_template,SysBio 16SrRNAseq metadata template schema,,"Component, specimenID, assay, platform, dnaBatch, dnaExtractionMethod, libraryBatch, sequencingBatch, libraryPrep, readLength, runType, assayTarget",,False,DataType,,sysbio.metadataTemplates-assay.sixteenSrRNAseq,,,
assay_rnaArray_metadata_template,SysBio rnaArray metadata template schema,,"Component, specimenID, assay, RIN, platform, rnaBatch, arrayBatch",,False,DataType,,sysbio.metadataTemplates-assay.rnaArray,,,
assay_methylationArray_metadata_template,SysBio methylationArray metadata template schema,,"Component, specimenID, assay, platform, dnaBatch, arrayBatch, ratio260over280, ratio260over230, GQN, SentrixID, SentrixRowColumn",,False,DataType,,sysbio.metadataTemplates-assay.methylationArray,,,
biospecimen_invitro_metadata_template,SysBio in vitro biospecimen metadata template schema,,"Component, individualID, specimenID, specimenIdSource, modelSystemType, sourceCell, cellType, reprogrammingMethod, differentiationMethod, passage, terminalDifferentiationPoint, samplingAge, samplingAgeUnits, treatmentType, nucleicAcidSource, assay",,False,DataType,,sysbio.metadataTemplates-biospecimen.invitro,,,
assay_metabolomics_metadata_template,SysBio metabolomics metadata template schema,,"Component, specimenID, assay, batch, platform, platformLocation, ionMode, metaboliteType, batchSize, controlType, softwareName, spectrometerFrequency",,False,DataType,,sysbio.metadataTemplates-assay.metabolomics,,,
assay_ChIPSeq_metadata_template,SysBio ChIPSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, libraryBatch, libraryPreparationMethod, sequencingBatch, assayTarget, antibody, vendor, catalogNumber, lotNumber, antibodyAmount, antibodyAmountUnits, chromatinAmount, chromatinAmountUnits, isStranded, readStrandOrigin, readLength, runType, totalReads",,False,DataType,,sysbio.metadataTemplates-assay.ChIPSeq,,,
assay_ATACSeq_metadata_template,SysBio ATACseq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, transposaseBatch, libraryBatch, libraryPreparationMethod, pcrCycles, sequencingBatch, isStranded, readStrandOrigin, readLength, runType, meanCoverage, meanGCContent",,False,DataType,,sysbio.metadataTemplates-assay.ATACSeq,,,
assay_HIC_metadata_template,SysBio HI-C metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, libraryBatch, libraryPrep, libraryPreparationMethod, pcrCycles, sequencingBatch, readLength, runType, totalReads, validHiCContacts",,False,DataType,,sysbio.metadataTemplates-assay.HIC,,,
individual_animal_modelad_metadata_template,individual animal metadata template schema for MODEL-AD Consortium,,"Component, individualID, climbID, microchipID, birthID, matingID, individualIdSource, materialOrigin, sex, species, generation, dateBirth, ageDeath, ageDeathUnits, brainWeight, rodentWeight, rodentDiet, bedding, room, waterpH, treatmentDose, treatmentType, stockNumber, genotype, genotypeBackground, individualCommonGenotype, modelSystemName, officialName",,False,DataType,,sysbio.metadataTemplates-modelad.individual.animal,,,
Filename,Name of a file,,,,True,DataProperty,,,,,
analysisType,Type of analysis,"ANOVA, assessment, batch effect correction, chromatin accessible quantitative trait loci detection, Clustering, comparison, Copy number estimation, correlation, covariate specification, data mining, data normalization, de-novo assembly, differential expression, differential methylation, differential network analysis, DNA methylation imputation, dose response study, Enrichment analysis, EWAS, expression quantitative trait loci detection, Gene expression comparison, Genome-Wide Association, genome-wide pleiotropy, genotypeAncestry, genotype imputation, hidden confounder detection, manifold learning, Mendelian randomization analysis, methylation quantitative trait loci detection, network analysis, network driver detection, outlier detection, peak calling, Polygenic Risk Scores, principal component analysis, protein quantitative trait loci detection, purity, quality control, search engine output files, Sequence alignment, somatic mutation calling, statistical network reconstruction, structural variation detection, Supervised Machine Learning, transcript quantification, variancePartition, Variant calling, visualization",,,False,DataProperty,,sage.annotations-analysis.analysisType-0.0.14,,string,analysis
arrayBatch,The hybridization batch the sample was in,,,,False,DataProperty,,sage.annotations-batch.arrayBatch-0.0.2,,string,batch
batch,Batch specimen was processed in,,,,False,DataProperty,,sage.annotations-batch.batch-0.0.2,,string,batch
batchChannel,TMT channel the sample is labeled with,,,,False,DataProperty,,sage.annotations-batch.batchChannel-0.0.2,,string,batch
dnaBatch,DNA isolation batch,,,,False,DataProperty,,sage.annotations-batch.dnaBatch-0.0.2,,string,batch
libraryBatch,Batch library was prepared in,,,,False,DataProperty,,sage.annotations-batch.libraryBatch-0.0.2,,string,batch
nanostringBatch,The batch of samples run on a nanostring panel. Twelve samples can be processed together at once on a machine.,,,,False,DataProperty,,sage.annotations-batch.nanostringBatch-0.0.2,,string,batch
rnaBatch,Batch in which RNA sample was isolated,,,,False,DataProperty,,sage.annotations-batch.rnaBatch-0.0.2,,string,batch
sequencingBatch,Batch library was sequenced in,,,,False,DataProperty,,sage.annotations-batch.sequencingBatch-0.0.2,,string,batch
transposaseBatch,Transposition reaction batch,,,,False,DataProperty,,sage.annotations-batch.transposaseBatch-0.0.2,,string,batch
apoeGenotype,Apolipoprotein E genotype,"22, 23, 24, 33, 34, 44",,,False,DataProperty,,sage.annotations-clinical.apoeGenotype-0.0.2,,string,clinical
Braak,Braak Stage - a semiquantitative measure of serverity of neurofibrillary tangle pathology,,,,False,DataProperty,,sage.annotations-clinical.Braak-0.0.2,,integer,clinical
causeDeath,The specific injury or disease that lead to death,,,,False,DataProperty,,sage.annotations-clinical.causeDeath-0.0.2,,string,clinical
CERAD,A semiquantitative measure of neuritic plaques,,,,False,DataProperty,,sage.annotations-clinical.CERAD-0.0.2,,integer,clinical
genotype,Genotype common name,,,,False,DataProperty,,sage.annotations-clinical.genotype-0.0.2,,string,clinical
genotypeBackground,Genetic background of the model,,,,False,DataProperty,,sage.annotations-clinical.genotypeBackground-0.0.2,,string,clinical
litter,Animal litter,,,,False,DataProperty,,sage.annotations-clinical.litter-0.0.2,,string,clinical
mannerDeath,The determination of how the injury or disease lead to death,"accident, homicide, natural causes, suicide, undetermined",,,False,DataProperty,,sage.annotations-clinical.mannerDeath-0.0.2,,string,clinical
matingID,Identifies the animals that were mated to produce the animal in question,,,,False,DataProperty,,sage.annotations-clinical.matingID-0.0.2,,string,clinical
room,Room the animal was housed in,,,,False,DataProperty,,sage.annotations-clinical.room-0.0.2,,string,clinical
sexChromosome,"Sex identified by SNP genotype (e.g XX, XY)",,,,False,DataProperty,,sage.annotations-clinical.sexChromosome-0.0.2,,string,clinical
referenceSet,"A set of references (e.g., canonical assembled contigs) which defines a common coordinate space for comparing reference-aligned experimental data.","1000 Genomes phase 3, dmel_r6.06, GRCh38, GRCh37, GRCm38, MMUL1.0, HRC",,,False,DataProperty,,sage.annotations-curatedData.referenceSet-0.0.5,,string,curatedData
ageDays,Average age in days of the Drosophila individuals in the sample,,,,False,DataProperty,,sage.annotations-demographics.ageDays-0.0.2,,number,demographics
ageDeath,Age of death,,,,False,DataProperty,,sage.annotations-demographics.ageDeath-0.0.2,,number,demographics
ageDeathUnits,The death age unit of measure,"days, gestational weeks, months, PCW, weeks, years",,,False,DataProperty,,sage.annotations-demographics.ageDeathUnits-0.0.4,,string,demographics
dateBirth,Individual date of birth,,,,False,DataProperty,,sage.annotations-demographics.dateBirth-0.0.2,,string,demographics
dateDeath,Individual date of death,,,,False,DataProperty,,sage.annotations-demographics.dateDeath-0.0.2,,string,demographics
ethnicity,Ethnicity of the donor,,,,False,DataProperty,,sage.annotations-demographics.ethnicity-0.0.2,,string,demographics
race,Race,"American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, White",,,False,DataProperty,,sage.annotations-demographics.race-0.0.2,,string,demographics
yearsEducation,Years of education starting with kindergarten,,,,False,DataProperty,,sage.annotations-demographics.yearsEducation-0.0.2,,number,demographics
ageAssessment,Age of clinical or behavioral assessment.,,,,False,DataProperty,,sage.annotations-experimentalData.ageAssessment-0.0.2,,number,experimentalData
ageAssessmentUnits,Age of assessment units.,"days, gestational weeks, months, PCW, weeks, years",,,False,DataProperty,,sage.annotations-experimentalData.ageAssessmentUnits-0.0.2,,string,experimentalData
assay,The technology used to generate the data in this file,"10x multiome, 16SrRNAseq, active avoidance learning behavior, anxiety-related behavior, ATACSeq, atomicForceMicroscopy, autoradiography, Baker Lipidomics, Biocrates Bile Acids, Biocrates p180, Biocrates Q500, bisulfiteSeq, Blood Chemistry Measurement, brightfieldMicroscopy, cellViabilityAssay, ChIPSeq, CITESeq, contextual conditioning behavior, CUT&Tag, DIA, DNA optical mapping, electrochemiluminescence, elevated plus maze test, elevated T maze apparatus method, ELISA, errBisulfiteSeq, exomeSeq, FIA-MSMS, FitBark, frailty assessment, Genotyping, HI-C, HiChIPseq, high content screen, HPLC, HPLC-MSMS, Immunocytochemistry, immunofluorescence, immunohistochemistry, in vivo bioluminescence, ISOSeq, jumpingLibrary, kinesthetic behavior, label free mass spectrometry, Laser Speckle Imaging, LC-MS, LC-MSMS, LC-SRM, lentiMPRA, LFP, liquid chromatography-electrochemical detection, lncrnaSeq, locomotor activation behavior, long-read rnaSeq, LTP, MDMS-SL, memory behavior, Metabolon, methylationArray, MIB/MS, microRNAcounts, mirnaArray, mirnaSeq, MRI, mRNAcounts, MudPIT, m6A-rnaSeq, nextGenerationTargetedSequencing, Nightingale NMR, NOMe-Seq, novelty response behavior, open field test, oxBS-Seq, pharmacodynamics, pharmacokinetics, photograph, polymeraseChainReaction, Positron Emission Tomography, proximity extension assay, questionnaire, Rader Lipidomics, Real Time PCR, Ribo-Seq, rotarod performance test, rnaArray, rnaSeq, RPPA, sandwich ELISA, Sanger sequencing, scale, scATACSeq, scCGIseq, scirnaSeq, scrnaSeq, scwholeGenomeSeq, SiMoA, snpArray, snATACSeq, snrnaSeq, spontaneous alternation, STARRSeq, TMT quantitation, tractionForceMicroscopy, UPLC-MSMS, UPLC-ESI-QTOF-MS, UC Davis GCTOF, UCSD Untargeted Metabolomics, Vernier Caliper, von Frey test, westernBlot, wheel running, whole-cell patch clamp, wholeGenomeSeq, Wishart Catecholamines, Wishart High Value Metabolites, Zeno Electronic Walkway",,,True,DataProperty,,sage.annotations-experimentalData.assay-0.0.26,,string,experimentalData
assayTarget,,"ARID1B, ARID3A, ARNT, ASCL1, ASH1L, ASH2L, ATF7, BCL11A, BHLHE40, BHLHE41, BMI1, BRCA1, BRD4, CC2D1A, CHD4, CLOCK, CREB1, CREM, CTCF, DEAF1, DPF2, EED, EGR1, EHMT2, E2F1, EWSR1, EZH2, FOXK2, FOXP1, GABPB1, GATA4, GATAD2A, GATAD2B, GMEB1, H3K27ac, H3K27me3, H3K36me3, H3K4me1, H3K4me3, H3K9ac, H3K9me2, H3K9me3, HCFC1, HNRNPK, IE_V1-V3, IgG, input, KAT2B, KDM4A, KLF16, KLF5, LaminB, MAZ, MEF2A, MEIS2, MITF, NCOA2, NCOR1, NEUROD1, NFIB, NFIC, NONO, NR2F1, NRF1, NR2F2, NR3C1, OLIG2, PKNOX1, Pol2, R-loops, RAD21, RB1, RELB, REST, SATB2, SIN3A, SIN3B, SIRT1, SIX4, SKIL, SMARCA5, SMC3, SON, SOX8, SP1, SP4, SRF, SREBP2, TAF1, TBR1, TCF12, TCF7L2, TDP43, TRIM28, YBX1, YBX3, YY1, ZBTB7B, ZEB1, ZEB2, ZFP91, ZHX1, ZKSCAN1, ZNF143, ZNF207, ZNF24, ZNF318, ZNF384, ZNF407, ZNF592, ZSCAN29",,,False,DataProperty,,sage.annotations-experimentalData.assayTarget-0.0.6,,string,experimentalData
batchSize,Size of batch,,,,False,DataProperty,,sage.annotations-experimentalData.batchSize-0.0.2,,number,experimentalData
bindingDensity,The number of optical features per square micron for each lane. (Definition is from https://www.nanostring.com/wp-content/uploads/2020/12/Gene_Expression_Data_Analysis_Guidelines.pdf),,,,False,DataProperty,,sage.annotations-experimentalData.bindingDensity-0.0.2,,string,experimentalData
bodyPart,Named areas of the body.,"brain, head",,,False,DataProperty,,sage.annotations-experimentalData.bodyPart-0.0.3,,string,experimentalData
brainWeight,Weight of brain in grams,,,,False,DataProperty,,sage.annotations-experimentalData.brainWeight-0.0.2,,number,experimentalData
cellType,A cell type is a distinct morphological or functional form of cell.,"A549, arachnoid, astrocytes, B-lymphocytes, CD138+, CD8+ T-Cells, CNON, dopaminergic neurons, Embryonic stem cells, epithelial, epithelial-like, fibroblast, GABAergic neurons, glia, GLUtamatergic neurons, immune cell, iPSC, iPSC-derived astrocytes, iPSC-derived glia, iPSC-derived neuron, iPSC-derived neuronal progenitor cell, iPSC-derived telencephalic organoids, lymphoblast, lymphoblastoid cell line, macrophages, meningioma, microglia, monocytes, monocyte-derived microglia, NCX NES, NeuN-, NeuN+, neural progenitor cell, neuron, oligodendrocyte, peripheral blood mononuclear cell, polygonal, round, schwann, Schwann cell precusor, schwannoma, SH-SY5Y",,,False,DataProperty,,sage.annotations-experimentalData.cellType-0.0.9,,string,experimentalData
chromosome,A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information; number or designation of the particular chromosome that the data is associated with.,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, mitochondrial",,,False,DataProperty,,sage.annotations-experimentalData.chromosome-0.0.4,,string,experimentalData
contrastAgent,Substance administered during an imaging procedure that allows delineation of internal structures.,,,,False,DataProperty,,sage.annotations-experimentalData.contrastAgent-0.0.2,,string,experimentalData
controlType,Control samples suitable for normalization and batch correction,"AIBL pool, Baker pool, blank injection, GIS, GoldenWest, NIST SRM 1950, qc mix, Replicate, study pool, water plus Baker ISTD",,,False,DataProperty,,sage.annotations-experimentalData.controlType-0.0.5,,string,experimentalData
dataSubtype,"Further qualification of dataType, which may be used to indicate the state of processing of the data, aggregation of the data, or presence of metadata.","dataMatrix, metadata, normalized, processed, raw, residualized",,,False,DataProperty,,sage.annotations-experimentalData.dataSubtype-0.0.3,,string,experimentalData
dataType,Types of input/output data in bioinformatics pipelines,"Volume, Weight, Pharmacokinetic Study, genomicVariants, behavior process, metabolomics, image, geneExpression, isoformExpression, proteomics, kinomics, drugScreen, drugCombinationScreen, cellularPhysiology, chromatinActivity, surveyData, network, clinical, immunoassay, electrophysiology, metagenomics, epigenetics, pharmacology",,,False,DataProperty,,sage.annotations-experimentalData.dataType-0.0.3,,string,experimentalData
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,"AD-DS, Affective Disorder, Alzheimer Disease, Alzheimer disease with psychosis, amyotrophic lateral sclerosis, anxiety, Autism Spectrum Disorder, Bipolar Disorder, Bladder Cancer, Brain Cancer, Breast Cancer, Cervical Cancer, Colon Cancer, control, corticobasal degeneration disorder, CS-DS, dementia, dystonia, essential tremor, Fibrocystic Breast Disease, frontotemporal dementia, gliosis, hypoxia, Juvenile Myelomonocytic Leukemia, Leukemia, Lewy body disease, Lung Cancer, Major Depressive Disorder, MCI-DS, mild cognitive impairment, multiple system atrophy, Neurofibromatosis 1, Neurofibromatosis 2, no cognitive impairment, Not Applicable, obesity, obsessive compulsive disorder, Ovary Cancer, Pancreatic Cancer, Parkinson's disease, pathological aging, progressive supranuclear palsy, Prostate Cancer, Schizophrenia, Skin Cancer, Substance Related Disorder, Tourette Syndrome, traumatic brain injury, type 2 diabetes mellitus, vascular dementia, Williams Syndrome",,,False,DataProperty,,sage.annotations-experimentalData.diagnosis-0.0.12,,string,experimentalData
diagnosisCriteria,"If a diagnosis is provided, the criteria it is based on",,,,False,DataProperty,,sage.annotations-experimentalData.diagnosisCriteria-0.0.2,,string,experimentalData
differentiationMethod,The general strategy by which a reprogrammed or pluripotent cell is differentiated into a target cell.,"directed differentiation, Ngn2 induction",,,False,DataProperty,,sage.annotations-experimentalData.differentiationMethod-0.0.2,,string,experimentalData
fastingState,Was individual fasting when sample was taken (true/false)?,"TRUE, FALSE",,,False,DataProperty,,sage.annotations-experimentalData.fastingState-0.0.2,,boolean,experimentalData
fieldStrength,"The intensity of an electric, magnetic, or other field. Value should include unit of measurement.",,,,False,DataProperty,,sage.annotations-experimentalData.fieldStrength-0.0.2,,string,experimentalData
fragmentation,Specifies the mode by which MS2 and MS3 ions are generated,,,,False,DataProperty,,sage.annotations-experimentalData.fragmentation-0.0.2,,string,experimentalData
gDNAconc,gDNA Concentration in ng per mL,,,,False,DataProperty,,sage.annotations-experimentalData.gDNAconc-0.0.3,,number,experimentalData
geneRLF,Reporter Library File (RLF) used to associate gene names with counts specified by the user in the Cartridge Definition File (https://www.genetics.pitt.edu/sites/default/files/pdfs/nCounter_Gene_Expression_Data_Analysis_Guidelines.pdf),,,,False,DataProperty,,sage.annotations-experimentalData.geneRLF-0.0.2,,string,experimentalData
individualID,Identifying string linked to the individual or animal being studied,,,,True,DataProperty,,sage.annotations-experimentalData.individualID-0.0.2,,string,experimentalData
individualIdSource,Database or repository to which individual ID maps,"ABN, ABR, ADNI, AIBS, BannerSun, BEB_Miller, Clotomics_PAIKEA_MSSM, DongLab, Einstein, Emory, Geschwind, HBSFRC, HBTRC, JAX, LIBD, LivingBrainProject_MSSM, MayoBrainBank, Mayo Clinic, MSSM, NDRI, Newcastle, NICHD, NIMH-HBCC, Novogenix, NYBB, Oxford, Penn, PGP, Pitt, Pritzker, Rush, Sestan, SMRI, StemExpress, TAA, UCI_TMF, UCSF, UM-BTB, UW-CDL, Vaccarino, XCell Science, Yale, IU",,,False,DataProperty,,sage.annotations-experimentalData.individualIdSource-0.0.17,,string,experimentalData
ionMode,"Ionization polarity (positive, negative, polar)",,,,False,DataProperty,,sage.annotations-experimentalData.ionMode-0.0.2,,string,experimentalData
isMultiSpecimen,Boolean flag indicating whether or not a file has data for multiple specimens,"TRUE, FALSE",,,False,DataProperty,,sage.annotations-experimentalData.isMultiSpecimen-0.0.2,,boolean,experimentalData
isPostMortem,Was the sample taken after death (true/false),"TRUE, FALSE",,,False,DataProperty,,sage.annotations-experimentalData.isPostMortem-0.0.2,,boolean,experimentalData
lambdaDNAconc,Lambda DNA spike-in concentration in ng,,,,False,DataProperty,,sage.annotations-experimentalData.lambdaDNAconc-0.0.2,,number,experimentalData
ligand,"An ion, molecule or molecular group that binds to a substance to form a larger complex.",,,,False,DataProperty,,sage.annotations-experimentalData.ligand-0.0.2,,string,experimentalData
metaboliteType,Class of metabolite.,"acylcarnitines, acylglycerols, amino acids, ApoA1, ApoE, bile acids, biogenic amines, carbohydrates, catecholamine, ceramides, cholesterol, cofactors and vitamins, drugs, eicosanoids, endocannabinoids, fatty acids, glycerides, glycerolipid, glycerophospholipid, ketones, lipids, lipoproteins, lysophosphatidylcholine, nucleotides, oxylipins, peptides, phosphatidylcholine, phosphatidylethonalamines, phospholipids, plasmalogens, sphingolipids, steroids, sterols, sugars, TCA cycle metabolites, triglycerides, untargeted metabolomics, xenobiotics",,,False,DataProperty,,sage.annotations-experimentalData.metaboliteType-0.0.5,,string,experimentalData
metadataType,"For files of dataSubtype: metadata, a description of the type of metadata in the file.","analytical covariates, assay, biospecimen, data dictionary, ID mapping, individual, manifest, protocol",,,False,DataProperty,,sage.annotations-experimentalData.metadataType-0.0.4,,string,experimentalData
modelSystemType,Type of model system.,"animal, cerebral organoid, immortalized cell line, iPSC, organoid, primary cell culture",,,False,DataProperty,,sage.annotations-experimentalData.modelSystemType-0.0.2,,string,experimentalData
MRItype,The type of MRI assay performed.,"DTI, functional, structural",,,False,DataProperty,,sage.annotations-experimentalData.MRItype-0.0.2,,string,experimentalData
multiconsensusStudyFileID,"F-number assigned by Termo Proteome Discoverer software to different batches (plexes) of RAW (direct Thermo mass spectrometer output) files (F01, F02, etc.)",,,,False,DataProperty,,sage.annotations-experimentalData.multiconsensusStudyFileID-0.0.2,,string,experimentalData
nFemale,Number of female individuals in a pooled Drosophila sample,,,,False,DataProperty,,sage.annotations-experimentalData.nFemale-0.0.2,,integer,experimentalData
nIndividuals,Number of individuals in a pooled Drosophila sample,,,,False,DataProperty,,sage.annotations-experimentalData.nIndividuals-0.0.2,,integer,experimentalData
nMale,Number of male individuals in a pooled Drosophila sample,,,,False,DataProperty,,sage.annotations-experimentalData.nMale-0.0.2,,integer,experimentalData
numberCells,Number of cells or nuclei sequenced,,,,False,DataProperty,,sage.annotations-experimentalData.numberCells-0.0.2,,integer,experimentalData
organ,A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region.,"blood, bone marrow, brain, breast, Bursa Of Fabricius, cerebrospinal fluid, colon, kidney, large intestine, liver, lung, lymph node, mammary gland, nerves, nose, ovary, pancreas, prostate, skin, spleen",,,True,DataProperty,,sage.annotations-experimentalData.organ-0.0.4,,string,experimentalData
passage,Number of times a cell culture has been subcultured,,,,False,DataProperty,,sage.annotations-experimentalData.passage-0.0.2,,integer,experimentalData
pcrCycles,Number of PCR cycles to amplify transposased DNA fragments,,,,False,DataProperty,,sage.annotations-experimentalData.pcrCycles-0.0.2,,integer,experimentalData
